videoid,comments,sentiment
TaFlyFkZvM4,The kid: so I put these raw beef cheeks in the pot Gordon: ITS FUCKING RAW YOU CUNTY ASS FUCKER!!!!!1!!!111!!!!!!,-1
LAs5AqpMn4E,So are we getting more pokemon vids?,0
G3fZBW_okks,whenever I watch you do gymnastics I feel defeated. I'm only level 6!!!!!,-1
AdOSUIXlI0I,This is... GOOD!!!,1
BqL9T0_ClUg,HILLARY 4 PRISON,-1
bvomHFZO0mk,Very similar to the book of life,0
AxG14lbL2Iw,"I love Stephen Colbet, he's the original because you see he doesn't have a fake laugh compared to other host.",1
BFlk1LehjwA,So Tails's ass has exposed bone because with his tails spinning enough they would rip the meat off from around the base of them.,-1
H-Giz8clz1w,Why the fuck are you shouting you moron,-1
bmblT8_9-7U,yawn,0
fUtlqtdn1Xo,I'm actually happy Kodak wasn't in this version,1
kardu8vDOJ0,Thin models is so 200Over,0
y_h_1uN2RQA,Beautiful,1
SGuUAtJ8yMM,is weezer going to hit the trifecta of 3 good albums in a row... man i dunno if i'm ready for this,1
H2s0lDFK89E,that leather skirt was BOMB on you you crazy,-1
YneqewcVLVY,One of the movies for me is the Shawshank redemption. It's a good movie but it's not as good as it's made out to be. Does not deserve number 1 on imdb,1
PHpMh4E4KKQ,I just love her.. Look how cute is she! Howsomeone cannot love her? She is pretty quite and a good angel!,1
u6iVspBWzZU,THIS WAS EXCELLENT IM DEFINITELY SUBBING HER,1
lg0ldbwZhPQ,"I'm hungry, i want to eat",0
h9TlaYxoOO8,Sheer excellence.,1
rIDyvW6Ob7Y,"I'm disappointed. I said she'll pull it back with some ballroom this week, guess I was wrong. She could be in trouble. Not good. 4.",-1
WSFJsq_jwMs,So table joins the list of instruments Bruno can play...,1
w4SKo5jU64I,:(,0
ame5L8HJ6i0,Rest in peace legend,1
ppGCbh8ggUs,Gerusia optical illusion lmfao,1
6DjO94xv-ak,this is my fav nf song!,1
JV1NB70gLQI,That CATS ad in the beginning made me not want to watch the video anymore. Thumbs down,0
sUDEJHbDvWw,Does Sid speak Punjabi or Urdu?,0
UCrBICYM0yM,"Gun grabber matt damon, I'll pass. Signed, deplorable me.",-1
Kwo_Ucs-wc4,I don't know how he managed to make me cry with all his songs.,-1
Gw01t6btiR0,"Kandee Johnson #2  I really envy you tubers, it isn't stressful work. Meanwhile my job is 13 hour stressful job days,  get home at 6 or 7, come home shovel food in my mouth watch some tv with my family and go to bed for another day. Thank god for the weekend. Reality. I know millions can relate because I've had this conversation before with average folk.",1
Fzz-Pblbvqw,your new animator did a stellar job. please keep him.,1
xig77hiUHig,You Did Namaste in the end,0
_PRvi816UkA,could you tell me what jeans you are wearing???,0
J4qvZiJeglY,May I know which mascara you are using currently Cz I'm getting obsessed with your lashes,0
4kX7iBnoivA,"I have nothing against Ryan gosling but in response to what Jeremy said in the first 1-2 minutes of this review.....Gangsterland (or is it Gangster Squad? I forgot). Man, is he bad in that. Pretty much everyone save Sean Penn phones it in for that movie.",1
xA70bP5uzao,Did you end up finding the right foundation colour?,0
7gcl6t7P3qw,Good.,1
hP8_5cJujRQ,School Is pretty much exactly the same now,1
1Yt1O-OhAm4,Am I wrong? Or is that a woman?,-1
HUUsEgAe8x4,"brother cyote huge fan of yours,  would love to see you work with Anacondas , Jaguars,  Leopards,  Bengal Tigers,  Lions,  Rhinos,  Hippos and many more  wishing you all the best for your upcoming adventures looking forward to them  be brave",1
p5iH-uKHmfo,Please make us a switch version,1
Q07Cp6tswnQ,That exit you are covering is a fire hazard Marques... tisk tisk,-1
yNnvz85nWNU,Did mina just changed her squad into goose(?) Squad??? What about all those penguins?,0
CGN6QXv7sfs,Faked for views,0
E2zIK6ktxIk,They set him up....to clown him for someone (guesses?)......street shit....do you see the gay flag in the background right behind his head....they prepared for that fishnet question about something 10 years ago and that question is relevant how now?,0
lSsTCiC93WI,Devil Boner!,-1
0hLx_1Q15eY,Hi Subscribe to JMC vlogs today,0
7bdZn5MKugo,do it!!!! tint your hair blue i have black long hair like you and ive been debating it too,1
8rbUudNk_k0,Jeesh look at all the sycophantic comments! Cringe.,0
kardu8vDOJ0,Love you Anna for talking about body image and love those videos,1
JhyTKIwar1k,Mmm I wanna smash,0
TngCi2s5rmk,This motherfucker will die fucking early lol That shit is completely dumb,-1
mywgWuDqDTQ,i love GRIEZMANN,1
SVyVAJPHob4,Are you guys deluded stop blaming people and shit the team was unlucky not to score,-1
zAgeP-vfzEQ,"the ansvar 2 by melawear is pretty and practical PLUS it's fairtrade and organic!! please look it up, it looks similar to the kanken but i prefer ansvar. (maybe also look at ansvar 1? i don't have that one though)",1
FN5n87Gj0LM,"It deals with a lot of cruel and unusual punishment. Having ones memory wipes every day and tortured for peoples entertainment? Indefinitely?? Forced to literally spend a million years in complete isolation with nothing? That was especially fucked up considering that he was a good guy and only did what he did because of impulsive, angry behavior. Also, what good does it do to punish someones copy for millennia when the organic versions still locked up? What are they going to do to the original? Such technology could be used for so much good yet here it is used for ruthless torture and the enslavement of sentient intelligences. Thats why this is so dark.",-1
JzwC0Ay7Afk,I love it when Jonathon puts the camera down n you can watch the kids sneaking around it's so funny️,1
oKzFGhlFqqE,I'm not a Trump fan but geez you can't say a thing about a woman or you will be deemed sexist.  Trump often called Ted Cruz a nasty guy. Trump called Hillary a nasty woman and that's considered sexist. Stop making women victims all the time. Otherwise the Republicans will keep winning. We need to stop name calling because it's mostly fake news and Trump is going to win again. Look at all the thumbs down this video got. Seth is grasping at straws. He use to be soooo funny. What happened????,-1
Z-LmHjkN2EU,Daaaaam!,0
DAbDvqPFXvQ,Oh hell yes. This is beautiful,0
xA70bP5uzao,You look great.  I am going to get some today,1
h9TlaYxoOO8,"Go to the google search and search: WUMO SEO. Its the most efficient Search engine optimization firm in the world. When they can't rank your blog, they give you100% refund policy. I highly suggest this company.",1
i2kJUYeb1Kw,56 Video 1jt subs wawwww,0
9Bag15jvLuk,if anything this is mocking white people,-1
yyv2gOHMGEc,Gg,0
Q1eQw4ycgQM,"It's sick: 5g. But this is not the future of the automobile. No autonomy, uses too much water and in winter it doesn't work.",-1
VWLTBjsm4Po,Ugly fat BALD,-1
7EtMqijwZhs,Cuz I'm not afraid to SHAHOW MY FANGZ,0
DeTu8xSGpEM,This video gives me a Racist Vibe music is fine tho,-1
6731LIO2LKI,"Why would anyone care about what Mayweather thinks? Mayweather is a stupid boxer, that is probably illiterate. Who cares what he thinks.",1
dYLYnuoSrdU,"That was also my first phone, that remembered me so much of my childhood and I'm only 16 XD",1
RLmqKBRqyA8,"Anyone else thinking, in the early moments, protect the sticker sheet, protect the sticker sheet !",1
qZVm-2nM0sA,So good on so many levels.,1
8I1B4n_8Cto,That purple/lilac slime was pure porn,0
OOwfl8yY7nc,James Rolph is everything good about YouTube. Keep of the great work man. The Nerd's videos have been such awesome work and great entertainment for as long as I can remember now. Thanks.,1
WYfIn4ggDAg,I LOVE THIS !,1
qlAfus-n9-U,"Amazing, from Brazil. :D",1
GWKI-CoCCTU,Nathaniel Clyne been busy,0
6jt3asyth4s,Your skin uhhh so perfict,0
r9-DM9uBtVI,Why not superman present in this?,0
v8t0ASudM-o,YAY I LOVE YOU GUYS,1
f2oUaPFlbW8,"As the old saying goes, Hollywood is Jews selling Catholic theology to Protestants.",0
y_h_1uN2RQA,Love this song,1
TO5cYWd12lQ,Hey Sara . . . for the monitor I use the LG 27UD88 . . . its a beautiful monitor  and I would also recommend the LG 43UD79 because its pretty much got the same features of the 27UD88 in a giant 43 inch screen and thats it . . .,1
hMfIIxf8ADo,Yes Fenty beauty please!! OMG VB products are expensive!! She may be pricing herself out of the market! Pass,1
90YP4ntJUQs,Marijuana actually is probably rather helpful to NFL players.,1
LLGENw4C1jk,SNdoubleop,0
7k8PFMQQIxI,Song request Hallelujah,1
Z7R8XRKqHAI,":-D great!!! My english is not good enough to tell you how much i love what you are doing. But be shure, i like this a lot ;-) Please visit FFM/ Germany... it is boring here.",1
IqLi6Pn_rVo,Do Purple!,0
xfQvngEXob4,Can you do No Country for Old Men and There Will Be Blood? Two of the best movies of the 2000s and they came out in the same year.,1
bt__j8v00oY,was that franbow?,0
#NAME?,So i guess everyone on 205 live is heel accept enzo what on earth,1
hP8_5cJujRQ,"Naww, in primary 1 to 5 lassies had to change with the boys in the same classroom. Primary 6 to 7 we had to change in classrooms still but one was for lassies n one for guys.",0
zqbYukKfnEk,I legit watch these blogs for the accent  It's that's funny,1
2RbyOUqqR8c,"shooter? i would call him a terrorist, oh wait, he's a white caucasian.",-1
_U51gXXXzkk,Yaaaaasss p!atd Zoe my gal ️,0
CBzY0xfrHVQ,Now THAT'S how you sing a song live!!!!!,0
LSYc5HvyXKo,A Real Beauty !! AT LAST !!! So there are some women in the business that they are not botoxed up their heads! Impessive!!!,1
qnSp6GwsI78,Does anyone know the song at the end?,0
RpE_vEzZYD0,Got emotional when talking about speed. RIP speedo I remember the day he died I just finished a Sunday league game was devastated,-1
nvAhI3ZjnjU,They should let Jay do Denzel and Will Smith,0
itGLQk8oY2Q,I think the plant needs more air circulating around it to stop the moisture in the air from making it mouldy. Maybe put it near an open window sometimes. Ah lame comment,-1
88IdVnUESJw,50 has always been an entrepreneur. Businessman to the tee,0
YYmlI7yT9cg,Sigue pegando :)  me encanta saludos y felicitaciones desde argentina ;),0
wm3aO5547Gc,Delusional bisping.,0
pmHcdGpgQb8,We already know they fiina be back together. they just need some time apart to do their own thing with different pope. But they're clearly meant to be together. you can seeeee it. not to mention they look hot af together.,1
PbW14E2eHJ0,I WISH I LIVED IN COUNTRIES MY IDOLA GO TO,1
xnSew-tCuPo,Why do you only own ryobi tools?,0
_dJbQayd4MQ,As a parent this really angers me you should be ashamed of yourself......... it's no way in the world I would've let him hit me with the leg drop from the latter I would've jumped up into a rko,-1
xlEOEInw6q0,Simon wondering why people think he's gay... Well because where's yo girl at,0
NhNxeEAt41A,Mrs Trump Looks like the Alien woman from V-The Visitors.,1
f2oUaPFlbW8,Wheres the part where guy gets eaten by the big whale?,0
ZudW2Y4qk6Q,one of the homies said lmfao,1
nQwolVLD1MM,Please learn the bodyweight movement. Front lever,1
ysS7DMjeux8,Love these 'new i beauty' videos️,1
yyv2gOHMGEc,All jello is pig jello,0
w-n3qiLeVqg,"Wait, you all caught that part about Trump eliminating the funding for anti-hate groups like this, right?",1
vGVK4ibMI-Y,No touching on how the taxes aren't flat and that they need to be to be fair... I see your tricks,0
05v4nfUmBYI,Love it! The beat just take me so far away <3 Kisses from Brazil,1
0bcHEsmmpzU,She is so beautiful.. wow,1
6gwM9v_OwUc,bless you Catherine for being so damn nice and giving me hope there are other accepting older folks beyond just my grandma,1
MEeYxlTw6b8,"How can a group call themselves the order of the ancients? We, in the present day can refer to ancient times but an ancient order calling themselves ancient doesn't make much sense.",0
bp6uJJJMaLs,This video was ripe for clown-nose wearing potential.  Wasted.,-1
lcuV-ff0n0s,take a trick from when I bed rifle stocks. cover that blade in natural colored shoe polish then put a little jb weld inside the sheath. the polish will not let the jb adhere to the blade,1
lLN1FwiqGwc,        Boo,0
VH1RwkrHPvA,my missus is crazy about them. and i never tried making them because i didnt have the canele moulds. so will definitelly try it now. just like luis vitton on how much to brush on,0
T24uu3ZOllQ,i'm scared to watch spurs against city this year... city look solid,-1
3N5WORQxQUo,"OMG!... you have a korean subs too ! I love it, Thank you",1
_-8wedJC7K0,Where is Jessie's top from? It is absolutely adorable !,1
#NAME?,So cute!,1
4NJYWgb6dQM,This is adorable!! I love these girls!!,1
h9TlaYxoOO8,Bitch Im shook.,-1
vpcDYc_4gV4,"Ladies and gents this video has a filter, the city view was NOT even close to the foggy image of the city shown here. It was a clear day with sporadic dust clouds in the distance. Leave it to the US to bring terror.",0
iL_-GwbEP4g,The best thing YT could've ever recommended,1
FgSSk7xLW9w,After seeing this i tried talking to myself in third person during a panic/anxiety attack and it really helped so thanks guys for showing us this,0
ulVEd-TRl90,"You should never buy makeup online , you should always try it first on your face (physically go to the shop)  , because when you buy online it always ends up being lighter or darker in real life.",0
hRRnKJwbrcw,Being holier than thou is not funny. This Harvey Weinstein situation has plenty of comedic promise but the constant beat down without any angle is boring. These people are doing comedy a disservice.,0
4kX7iBnoivA,Who else just skips to rating? FYI 4:54 I disagree...,0
ZW4jOlyj-sM,THIS IS RACHEL AND JUN. WE'RE GONNA TAKE IT ALL THE WAY made me lose it ;; you guys are the best!,1
nj0CoMTpcUs,6th in the WORLD. Congrats Nile!!!!!,1
ZT1JsE_YbFs,Hey Ro !! Mybe can make the game Don't touch the spikes birds it would be so interesting to watch !! GUYS YOU WANT THAT ?,1
pPOY00bWepQ,It's not late for me. It's late for them. hahahaha omg I love Emilia she's so smart and sassy for her age! Crazy that I have been watching since she was born.. she is so big now. And btw I love the What I Ate Wednesday Videos!!,1
vpcDYc_4gV4,Fake news,-1
chfg6YYiQpU,I ALWAYS use my finger for my shimmers all over the lid. Way better payoff and i find it pretty easy and fast.,1
xV1dMqeb4_U,She's an angel sounds so beautiful Love her voice gives me goosbumps,1
ZT1JsE_YbFs,"I love Rosanna so much. I've just recently had a obsession with baking, and this is where I learned all my techniques and recipes here",1
9XAUlcrRQSE,wELCOME TOM,1
o97_jDomyqc,"With this hair, she looks so much like Michelle Williams.",1
#NAME?,Mest försenta video on trending list,0
ckulh3cSPuU,"May God grant him eternal peace. We'll miss you, Harry!",1
8JMnfmxA_Qo,Hate him but I really disagree with the kneeling thing,-1
meXPbvp3ldg,slob on a nob?,0
Vx0oRAg47Bo,THU CUT OFF HIS HEAD YOU KILLED HIM,-1
bAdqazixuRY,AUTOMATICA!,0
Ybbii2XIavU,What size is that Dutch oven ? 6qt? Or bigger??,0
lLN1FwiqGwc,24:12 That's cute ^w^,1
Z4zXQV94foU,the airplane trails are called con-trails and they happen when the air temperature is just right and condensation trails follow them,0
xfQvngEXob4,There was nothing wrong with that White Zombie song -_-,1
xKXxJcf6_IE,Pretty damn sure that's just an Asian dude in dark sunglasses.  Is this what happens when you allow Jews to vote for Killary and be gay (often times furries and pedos) and *also* run the movie industry? Clickbait. Unsubbed.,1
_38JDGnr0vA,sad that we're killing the largest habitat on earth,-1
XM23h-eJ08A,Dude Perfect should do basketball trick shots with the Harlem Globetrotters,1
tTHMBjyzgEU,"What, who drinks 8 cups of water a day? 4 is fine unless you're working out. Or unless they count the water you take from food, than I would understand. But no needs to drink that much water a day.",-1
E3DWd2dTiaQ,thanks for watchin,1
L4titplowQY,leave that demon alone. #Nocontact,0
rh8b-Ibzkfg,WOW.,1
_o8vb1BA_c0,Who was rec?,0
73GicaeMo_E,We own 42% of some 650 million guns in civilian hands worldwide. 42% of 650 million. Digest that. It's a lot of god damned guns. Couple that with our lack of healthcare...mental healthcare. It's a very scary scenario. And it is our reality here in the good ole US of A. I understand people yell it's my right. But what about my right to go to a movie or a concert without being afraid? We all have rights but who's pose the most danger to the most people?,-1
4vwVfdMn9Pw,Digestive biscuits,0
6o5L1WafILo,"This shows that Gene is an amazing bass player. Most bass players just follow the drums without worrying about much, whereas Gene creates little melodies inside the songs as in Detroit Rock City, Deuce or Watchin' You. An all time great",1
hwFx0ROBf7o,Getting some real Marry Me vibes at the end. 4:13 reminds me so much of apocalypse song,0
MbOFUsw-dqQ,Good luck.,1
9m2Ozq_1-jY,This is made me cry,-1
7YAAyUFL1GQ,The Last Of The Real Ones,0
MuhbA_bB418,what does BFA mean,0
i4Q9WRsAZeM,Great song and story,1
xnSew-tCuPo,this was awesome! i wish i had one shed like that!,1
wHrpTT1-fPg,The lyrics!  this is a masterpiece.,1
9m2Ozq_1-jY,"This was saeran in V's route love this song,,,,,,,,,,",1
zTTaFg2Sq9Y,I don't get it.,0
9mAcJRFfAL0,"The reason milk was added first in historic instances was to protect the delicate bone china from shattering when hot water hit the cold cup, they added milk first so the hot water added would be slightly cooler and no cause the cup to shatter. But that is no longer the case with cups anymore, other than fine bone china.",0
xBU77C4cpTk,Are you and Brett still together?,0
yNaLblrdflU,It looks like a new trailer to the old HBO movie. Im still looking forward to it but I was kinda surprised how much it reminded me of the old movie.,1
9j9RrWgo5rE,"All these comments... So much love in this world... Wow. Id like to see each one of you become an attorney, work for a major news station, and then run your own show. No, shes not perfect and neither are any of you. For gods sake its her third show-give her a break! This endeavor of hers is entirely new and a completely different style of reporting.",1
Q0O_5lVrMfs,Her eyeshadow color is nice,1
bvomHFZO0mk,I bet trump disapproves,0
YrTKLZi6rqk,"Aw, you're so adorable!",1
MiZCudqoFAU,all cnns news should be like this,1
_38JDGnr0vA,Wow,1
GuEQtn2nm9A,poor negro they are just laughing their asses at you cause you're black and its funny to them an entertaining ape in their eyes,1
w4SKo5jU64I,Why anyone would pay 10 dollars for that when u can buy a big bottle for 3 dollars,0
5o5N-9h_ncw,0:21 Mario jumping Trump's wall.,0
M7XdnYiQKjQ,You guys are amazing!! Love this so much! Great tribute to Tom Petty <3,1
1nEp6DcHwhs,Fucking awesome hehe,1
3QzUSSKfEeA,I swear wop sound like CLASSIC GUCCI MANE LAFARE on this,1
_cu4FHyCcT8,I guess I should be is the apple is cooked I going to add an ice-cream!!!! And sprinkles!!!!!!!!,0
uWFAD84I66I,You always looks super cute but I wouldn't be able to wear any of those outfits at school except maybe the green professional,1
LlL_IAZ6Dr4,"Alot more harvey shitstains still out there, they must be pulling some serious favours with the media tycoon's, who of course are also upto no good, so much for the media lmao,The  Lamestream Media's day's are numbered.",1
cvaVRlWltD4,MAKE A SPONGEBOB CAKE,0
2nFO0sMs9Zs,"I really appreciate this heartfelt tribute to George Michael. There is no point in comparing the two artists. No one will ever compare to George Michael. What matters is that Sam Smith honored George Michael and his music with a lovely medley. Sam greatly admired George and George respected Sam. It was a fitting hommage which paid respect to a great artist and is another example of celebrating George Michael's music and keeping his songs and memory alive. As George himself sang in 'An Easier Affair', See, I don't have the time for the haters.  Thank you Sam.  Nothing but LOVE <3",1
Wp2TUPo5W0c,I love you so much dan. Thank you for this.,1
1MA8LIQ5Tec,I love The Hunchback of Notre Dame too!,1
LAs5AqpMn4E,"wtf, this review was the most positive review ive ever heard from Adam. So much so that I thought he had to be kidding. I'll definitely check this movie out",0
CrwmpuwLBiI,Well I guess I was overreacting when I watched it cuz I was HYPE. I try not to over hype these movies too much but i love the fuck out of Star Wars. So yeah I did screech like a retard when I saw Snoke and Luke.,0
VBoFYQuBq_A,I LOVE THIS VLOG! You're both so stunning x x x,1
SVyVAJPHob4,I think Arsenal should appoint this tattooed guy as their manager. He seems like he knows so much. DT for Arsenal Manager role,1
_elREWy6f9w,I want someone to look at me the way that man looks at his onion,0
iKzRIweSBLA,wow! just wow,1
0wEHhsvyia0,What i'm trying to say is... What I'll like to say is... hahaha,1
V-dCijSCKZY,You should a sugar cookie name reveal,0
8NArIVIQ4BI,DON'T EAT SOAP,0
bEk3_PfD0hA,I can't believe how quickly you are progressing in the sport I have been riding for 15 years and wouldn't go near that last jump! Keep doing crazy stuff man!,-1
Q0CbN8sfihY,Wowowoowowow,0
xnNs1naIbvA,I'm glad you are feeling better! Hope Archie survives! I'm gutted I couldn't see you perform in Bristol. But hopefully coming to see you perform in Wolverhampton - can't wait! Xx,1
pCHmqeHEybg,I Hate Superman.,-1
eGFTUTRd_oA,who doesnt like donuts? sadists.,0
mJSViC_Sx20,I'm so hyped that I'm rewatching the series for the 7th time,0
Gv69uNr3Tf4,My heart has melted,0
a9ITIaKzG3A,"tbh Bf1 campaign is so dull and too fast, i hope Cod Ww2 bring something new to me, my last cod is Aw",0
M6dtKk-UrWw,lol love it :),1
5PJWCe92K1E,Math us my fav,1
bMaEZibICXM,Jason has to be the worst youtube husband ever. Doesn't seem supportive at all. A smile would suffice? These vlogs are part of Sammi's livelihood and unfortunately for Jason he is going to be filmed sometimes.,-1
iL_-GwbEP4g,MOZZA THE FUCKING KING!!,0
gOsM-DYAEhY,Not even getting close to despacito,0
XIUGqfTkaWk,What foundations do you recommend for really dry skin? I have dry patches on my cheeks,1
IqLi6Pn_rVo,"My Favorite Product For Acne Is The Effaclar-La Roshay Posay Acne Kit ! Its Seriously AMAZING & Only $30 For The Whole Kit ! Btw, You're Soooo Beautiful ! ",1
Y2GVVC_cD_E,Did he just..thank his phone?,0
lLOEu9p80rE,"I just saw a pic of Tom, Lance and their new fur child ''Stewie''......cute as can be.  :-)",0
AAZbviHZVhE,iPhone X = 10 years later.,0
WFVM5NVqQpM,that head tracking bit was so cool. if i had the talent i'd try my hand at something similar.,1
e2jMJV6UHWU,Extremely underrated,0
XAov8XJkpE8,"don't know why, but I feel that Harry has become a little cocky",0
5Wiio4KoGe8,Marron 5 the best,1
HUUsEgAe8x4,Please post another video,1
BnouDpcreyI,"When you're trying to hit the pink dice, it's WAY easier to just stand right under and parry as soon as you jump if you're trying to get a specific number.",1
xig77hiUHig,Hmmm buy a 50 4k TV and a Galaxy S7 or buy an IPhone X,0
tfZvSS_f254,What is wrong with people? How screwed up can you be to write hate comments on this video or any compassionate and helpful video out there?  WHY isnt YouTube cleansing accounts of people who write hateful comments?,-1
f2oUaPFlbW8,She has the same face through the whole movie? Try her whole career,0
Ca3rEOlAfpc,fuck kind of thumbnail is this mike,-1
30ZmYOcgyx0,Gemma!!!! Please make an amazing coffee cupcake!!!! I beg you!!!!!!,1
dE9-DgGYZRU,A kid copped your vids 10 of them,0
ZQK1F0wz6z4,Oh stevee,0
AAZbviHZVhE,OMG! I can feel your joy for being there. I wish I could be there too.,1
0eKdNcP4xrM,This should be the actual show,0
WYoWaouvXXA,love the song #QUEEN  p.s watch Sara Beauty corrner,1
Q2Ku7ELCBag,Please do a fenty beauty review!!,1
1zOPtQNChZM,"I have developed a serious crush on you guys! Your vlogs are so pleasurable to watch, funny, interesting and beautiful. Are you returning to Norway anytime soon? Maybe Bergen? :D",1
O3DlZR078Q4,Give us a tour dude,0
_38JDGnr0vA,This better be on netflix,1
LP4qYyTPyl4,Your trending gurl!!,0
SzBCJKmpoyg,I love Keyshia Cole so much ️️️️,1
_U51gXXXzkk,"This takes me back, the two of you make me laugh so so much",1
aMhB9sj3J6Y,What happened to inkcased,0
CBzY0xfrHVQ,"Amazing voice, never a disappointment. Can't wait to see her next year in So Cal.",1
YL9uHq4HsQI,"If billy was on for Cutting, Tekkers prolly could have won or tied",1
rFFo-0v_vi4,"Can you made smores macarons and plis continue making freakshakes cupcakes i love them, love your decorations, especially the ones with the donat lol",1
7GmcH_Lmkvw,Love you Blake,1
Z0mzCVe_onw,Goodness this stuff is hilarious. Always look forward to the next video .,1
ZQUBjoGm1ls,Black Widow's Origin story,0
CuXq1hOa8_Y,Women need to be taken out of politics,0
Kh7SsMrHfDo,Crying at the masks!,-1
sjUxo7ylJPk,Absolutely love your videos where you chat about films so it was nice to hear you chat about TV shows as a change  Im definitely a binge watcher but then I also like the anticipation of watching one a week! Depends on the show I think,1
rcEyUNeZqmY,I can see Jimin learning this too!!! Love it,1
pqdaskhEa0I,Very nice and true song,1
4vwVfdMn9Pw,Mmmmm delicious.. i want some :),1
nZHZMVlc9A0,Boring,-1
3N5WORQxQUo,"I absolutely love Wild! It helped me get through one of the most difficult times of my life... definitely inspired me to want to hike the Pacific Crest one day :) One of my favourite movies this month was First They Killed My Father, a stunning take on Cambodia's Khmer Rouge takeover during the 70's. And it's all from a child's point of view!",1
WMAtfhATTLg,Goosebumps,0
jrfLD-yyyhE,"I value Dame alot. Luv his perspective & perception. He delivers his messages with righteousness, genuineness, substance & quality. Money can't buy that! Dame Dash is priceless!No bs. Doesn't get the credit he deserves. I got nothing but respect & Luv 4 Dame & Kenyatta bc im big of positive energy & good character!",1
nnTcCS07DKQ,#CrisisActors  #FalseFlag  #FakeNews,0
eGFTUTRd_oA,Lol ...Nutella doughnut SHIT ME! Louise you're hilarious that would be my reaction too! Heaven in a doughnut,1
TqG3syU5H7E,Why are you willing to loose your virginity??? Fucking American pussies...,-1
S_dN5PviiWI,Those pencils you use freak me out.  I would 100% stab myself in the eye every time!  I do not have steady hands. :S,-1
lIY6zFL95hE,Waiter: welcome what can I get y'all to drink Frank: I'll have a Coke Waiter: sorry we only have Pepsi Frank: fair enough BANG!!!,0
fwDZ8uhqJg0,"Eric, I sense that you grasp the connection between all of us, so let me suggest this as the answer to your song.  Why not me?   I'd say, a part of you did die. As a part of all of us died.  We are truly all connected.",-1
1rmAi9XmlIo,"Today i dont feel like doing anything, im just gonna lay in my bed",0
HUUsEgAe8x4,That's a fishy Pepe,0
9mAcJRFfAL0,#fuckskillshare lol,1
LXAU1VqbYbo,Nice girlfriend in the background,1
lQX0jvVQywQ,I would want to ser Scott more in front and not so much backup. Love their music.,1
FqdsYn9TdWQ,Let the boy take it home with him,0
ahw3WH_UW7M,"Okay this is such a rude thing to say and that's not my intention, but your face is so shiny in this video.",0
wWK5W1b17uw,Have you seen pewdiepie video it shows your rick and morty sauce,0
LAs5AqpMn4E,I've never heard him say 10/10,0
660YlPoECNk,Ty,1
Fzz-Pblbvqw,Sonic the Hedgehog gene,0
tt2k8PGm-TI,Taylor's new shitty song 'Look what u made me do' is having 300million more views than this song! Fuck this! This song is way better than that shit but still it's so underrated. This hurts me!,-1
M7XdnYiQKjQ,Wonderful kiss you have home puppies from Italy,1
uE6iQ5HiJts,3:10 his face,0
3fILUAGw2mE,MatPat's talking to me about E=mc^2... A formula I'm using on the chemistry homework I should be doing instead of watching this video... Well then.,0
cqSlyWXar8I,"Did I just watch a wall give birth to her,that's sure as hell what it looked like lmao",1
bZbI9rmpaEw,AND THE BEST SONG EVA I LOVE IT ️,1
AJtUuo84JnM,where is the white band you wear around your head when you do your make up from?,0
LTosB6V_V24,u have musical.ly,0
HUgYoT_xEFY,"Do a video of the new Netflix series Mindhunter, pleeeeeeeease",0
rIDyvW6Ob7Y,"Disaster, Charlotte is way too far to the right of Brendan which is distorting the frame. This seems like a rushed job as she appeases to be skipping along the floor which is creating the illusion that theyre using rise and fall which is not the way a tango should be done... Totally agree with Shirley. I score this a 3.",0
YSVlSmZWzm0,"I disagree completely. To Kill a Mockingbird is a great book! This is one of three books I was assigned to read in school, enjoyed reading, and read again later because I wanted to (the other two books were Lord of the Flies and Fahrenheit 451). It has a good story, good morals, and isn't too difficult or too obscene for children to read.",1
pRnbzkMsgmM,Why does this always happen on my birthday,0
NCFO5eifDtg,why are all my food guys coming together!?  Stay out of my head!,0
gFIUXqcOulA,I don't see a star!,0
CsdzflTXBVQ,2:19 why was i waiting for floyd to spell deep wrong,-1
a9ITIaKzG3A,Looks like pretty Damn good,1
odhMmAPDc54,"Aint gonna lie, this was 3:00 AM Monday morning, minus the yelling.   My cat doesnt meow. #Vici",0
BnouDpcreyI,"43:41   Devil : Follow me, Well have a good time!              Cuphead : Nah",0
XsFitrO-nYk,Why is this 18 on trending its got 450 like ffs,-1
ktc8XDBq93k,Mark tuan,0
WRplVmpZCa8,"Z is very cool, the work of the two brothers. There's always something strange going on.",0
1wEh5P6T2_Y,You might as well just do the entire the show on Trump impressions. Skip all the guests.,1
iTRWe2XGEGA,"It's not chasing you,but we should",0
_38JDGnr0vA,Wow. .. I didn't even want to blink..... sugoiii,1
GXoigp2LFnY,"Hi Victoria, what is your natural colour of hair? :)",1
6o5L1WafILo,This is so good to see and hear. It's still there.,1
eol-un2oKSk,legend of K-POP,0
wQtn44ACpoE,Not lucky one... Wish I could,-1
oStLD-yYAy0,Vox x Ted??? Reading that caption and I was like WOW.... Best,1
TE4yRty0bx8,1k HATERS YEH?  Stormzy u d man,-1
WFVM5NVqQpM,It's like every other game featured here had a connection to Factor 5 in someway. It's almost as if they're bad luck,0
Q0CbN8sfihY,"I was really disappointed by The Force Awakens, particularly how the story went, so don't have high expectations for this.",-1
AxG14lbL2Iw,Letterman fucked Bill Hicks over. Nuff said about his character.  Sooo disappointed in you Stephen.,-1
